SRID,IncidentGlobalID,SRCreatedDate,InsCreatedDate,WOCreatedDate,SRCategory,BoroughCode,RiskRating
23544343,CB795561-1909-496F-8325-53CF0D8E4317,2022-05-10 16:55:00,2022-05-13 13:04:56,2022-05-13 13:09:00,Hazard,Staten Island,9.0
23504107,95FD0BB0-40AF-4E99-A995-ED5251E54D6E,2022-05-04 15:03:00,2022-05-06 15:48:18,,Hazard,Queens,6.0
23667445,6DF129D6-0F96-496B-9BA2-681C6D2666F6,2022-05-27 13:00:00,2021-09-29 14:27:00,2021-09-29 14:27:46,Remove Tree,Staten Island,6.0
23482836,C77E0565-C2A1-4944-B56F-65955DA2A088,2022-04-30 15:46:10,2022-05-01 11:59:25,2022-05-01 12:01:00,Hazard,Brooklyn,7.0
23623064,43695112-58E1-4C73-9310-3144A5B80A24,2022-05-23 23:35:05,2022-05-31 17:20:06,,Hazard,Brooklyn,5.0
23670541,082E2B93-C8C7-479E-88DF-EA2206C1B09C,2022-05-27 20:42:00,2022-03-07 18:53:39,2022-03-07 18:54:13,Remove Tree,Staten Island,6.0
23466594,6882C37A-057E-43BC-A098-B6D9E94FDB41,2022-04-28 00:01:00,2022-04-28 15:31:00,2022-04-28 15:32:00,Hazard,Queens,8.0
23650988,6FF608EC-18F3-40E7-975D-CFE7BDD544C6,2022-05-25 12:02:48,,,Hazard,Brooklyn,
23413844,4A06F457-75B1-4B1A-9E94-6D7F38EB3C86,2022-04-21 11:07:00,2022-04-22 13:23:27,2022-04-22 13:26:08,Hazard,Staten Island,
23637668,3EAA0DDC-0CE1-418A-98E7-DA8CA9F6FACB,2022-05-23 22:00:16,2022-05-27 15:44:22,2022-05-27 15:44:51,Remove Tree,Brooklyn,8.0
23637668,3EAA0DDC-0CE1-418A-98E7-DA8CA9F6FACB,2022-05-23 22:00:16,2022-05-27 15:44:22,2022-05-27 15:44:51,Remove Tree,Brooklyn,9.0
23494994,873B34C2-20C9-4148-AE75-BADAA2B4D14F,2022-05-11 19:45:10,,,Hazard,Brooklyn,
23418098,B1ADB386-BBAA-4917-9A3C-F9974C4A1683,2022-04-21 18:20:00,2022-04-22 16:07:00,2022-04-22 16:09:00,Hazard,Queens,8.0
23418098,B1ADB386-BBAA-4917-9A3C-F9974C4A1683,2022-04-21 18:20:00,2022-04-22 16:07:00,2022-04-22 16:09:00,Hazard,Queens,8.0
23102968,5C5553FD-49A5-4916-BE93-98BD859AE12A,2022-02-24 15:37:00,2022-03-02 18:28:00,,Hazard,Queens,7.0
23677930,3EB8601A-B7DC-4885-8326-DFEEF647725F,2022-05-28 19:22:00,2022-05-28 20:16:31,2022-05-28 20:18:00,Hazard,Brooklyn,6.0
23594150,C7430AA8-3ADA-431A-BDF1-CAFB78382118,2022-05-17 17:21:42,2022-05-18 14:28:42,,Hazard,Brooklyn,6.0
23594150,C7430AA8-3ADA-431A-BDF1-CAFB78382118,2022-05-17 17:21:42,2022-05-18 14:28:42,,Hazard,Brooklyn,6.0
23643542,18AD2015-96E0-425F-B131-3B217AC0B587,2022-05-24 14:45:13,,,Hazard,Brooklyn,
23471146,F15B9F3E-D39F-4DA2-A732-D2D58AF392F3,2022-04-28 15:23:53,2022-05-02 17:35:18,2022-05-02 17:37:00,Hazard,Bronx,9.0
23523479,B51C8F61-D59D-40EB-9202-9D42488A1965,2022-05-07 16:54:46,2022-05-08 16:15:26,,Hazard,Brooklyn,4.0
23479416,25CD05C3-CDF8-4435-BF51-05FC9A036D81,2022-04-29 19:15:14,,,Hazard,Queens,
23417188,ECD2BDF5-C6FA-4AFB-897E-32E6F0B746D3,2022-04-21 19:56:00,2022-04-28 11:38:15,2022-04-28 11:40:00,Hazard,Brooklyn,8.0
23592373,8CF5A1A1-7149-4654-942A-222E2D5C316A,2022-05-17 15:58:00,2022-05-27 16:45:42,,Prune,Queens,6.0
23468800,3E5D1085-9478-44BD-85E0-8A0EDAF7E731,2022-04-28 13:02:00,2022-04-29 12:39:00,2022-04-29 12:51:00,Hazard,Queens,8.0
23482027,AFB3C2A0-9055-485A-A3E4-63355E0D4BF8,2022-04-30 14:35:36,2022-05-02 15:55:37,,Prune,Queens,7.0
23343580,2A2F5E47-1E4C-4E57-B8DA-AF981A3339EE,2022-04-11 11:26:28,,,Remove Tree,Queens,
23241613,86FBDB57-B0D8-4498-9EA7-716353F26507,2022-03-22 01:16:00,2022-03-28 14:19:02,2022-03-28 14:25:00,Hazard,Staten Island,10.0
23406557,A70B4486-F427-41C1-9D59-3128CAC2DF1F,2022-04-20 16:35:52,2022-05-11 18:43:26,,Root/Sewer/Sidewalk,Queens,3.0
23643157,CD18082F-4385-4FF8-A501-50FDA03E04F6,2022-05-24 15:25:11,,,Remove Tree,Brooklyn,
22870291,B4B4329F-0170-4A66-A92B-C71BB9A26958,2022-01-21 21:11:00,,,Hazard,Queens,
23202746,8A155649-02F4-4A88-842E-14DA998F9578,2022-03-12 20:50:00,2022-03-13 13:01:31,2022-03-13 13:02:54,Hazard,Staten Island,5.0
23482950,A40F5B34-820C-43E0-897F-7889D79D306F,2022-05-01 22:15:12,2022-05-02 15:54:23,2022-05-02 15:55:00,Hazard,Brooklyn,6.0
23326014,967749A1-210F-4315-BFDF-0639F7590CD6,2022-04-06 21:17:17,,,Remove Tree,Staten Island,
23643578,5105085C-AA8C-4A65-874B-C73CD03AF692,2022-05-24 16:15:15,2022-05-25 15:33:58,2022-05-25 15:35:03,Remove Tree,Brooklyn,5.0
23124807,3BA36D7B-E195-4F14-937A-FE1200311AFE,2022-02-27 20:51:19,,,Remove Tree,Manhattan,
23468801,3E5D1085-9478-44BD-85E0-8A0EDAF7E731,2022-04-28 13:02:42,,,Hazard,Queens,
23586179,5A2DA53D-65D1-4055-BB3E-E69E3628B8EE,2022-05-17 18:30:00,2022-04-19 13:51:52,,Hazard,Brooklyn,6.0
23586179,5A2DA53D-65D1-4055-BB3E-E69E3628B8EE,2022-05-17 18:30:00,2022-04-19 13:51:52,,Hazard,Brooklyn,6.0
23622824,FCAF3BCA-A5A7-4858-905C-0956EA785FFF,2022-05-22 21:15:08,,,Hazard,Queens,
23532206,33A275DA-AF7D-48D5-AC62-4FC8A39C803C,2022-05-08 21:56:00,2022-05-09 12:52:25,2022-05-09 12:53:00,Hazard,Queens,
23208540,4DC5FB8E-A342-479C-96FF-AAF798F77B17,2022-03-16 16:11:00,2022-04-04 14:09:02,2022-04-04 14:09:00,Hazard,Brooklyn,7.0
23504283,210D3A0C-5BB6-4753-80A6-CB0CD41C85C6,2022-05-05 16:28:00,2022-05-05 13:25:02,2022-05-05 13:28:35,Prune,Queens,9.0
23377234,61EEAA9F-EFDF-4BE5-AACA-F84360FB729E,2022-04-14 18:14:00,2022-04-15 13:50:40,2022-04-15 13:51:00,Remove Tree,Queens,9.0
22836970,170B6226-4B14-499A-9C1A-9518FB4A05AB,2022-01-17 13:30:00,2022-01-17 17:00:33,2022-01-17 17:00:00,Hazard,Brooklyn,9.0
24110029,ABD059FC-DF62-41A8-B321-A5564BE67FBE,2022-07-25 18:58:25,2022-07-26 12:55:50,2022-07-26 12:56:00,Hazard,Bronx,10.0
23027177,0A9FF89F-04E4-4D2D-BCCF-0E5DCE23B1D9,2022-02-15 00:07:00,,,Hazard,Staten Island,
23472607,FA554AC9-EDAB-4F42-A7D2-6BE4C4184A6D,2022-04-28 20:21:31,,,Hazard,Brooklyn,
23586164,466BA35F-9E78-4420-92EF-748629166DC6,2022-05-17 17:35:03,2022-05-24 14:52:11,,Hazard,Queens,6.0
23111489,9D4802B6-654A-4EE0-BE29-AE56C4126031,2022-02-25 16:47:00,,,Hazard,Queens,
23483167,8F9B7049-51DA-414B-B38B-E82AFDD280E0,2022-05-03 14:50:15,,,Prune,Brooklyn,
23325861,0E7CFE15-70BC-481C-844C-F21AB982333E,2022-04-05 15:15:00,,,Remove Tree,Queens,
23405571,275EF312-B7D8-4F87-A62A-1B32BBF53BDE,2022-04-20 11:50:06,,,Remove Tree,Bronx,
23506935,392DA030-EE57-41FD-B957-29F250880691,2022-05-04 14:30:05,2022-05-30 15:51:31,,Remove Tree,Bronx,7.0
23622746,6BC1EC76-727A-4536-BAFE-659FF2C3A5B7,2022-05-22 13:05:00,2022-05-22 15:11:39,2022-05-22 15:13:06,Hazard,Staten Island,8.0
23524303,351A8E2B-452A-4DA0-9125-1D95CD662420,2022-05-07 15:25:00,2022-05-09 15:03:55,2022-05-09 15:04:00,Prune,Manhattan,9.0
23497948,6E7FFDF7-7823-4C7E-84C6-5BCF447102ED,2022-05-02 22:42:00,2022-05-04 14:57:25,2022-05-04 15:00:00,Remove Tree,Queens,10.0
23603048,22A4C0D0-0935-4163-93A2-A2771F5712F9,2022-05-20 02:00:14,,,Remove Tree,Brooklyn,
23600212,CA643A8A-C978-4996-B64B-CC72FD342325,2022-05-18 13:43:16,2022-04-11 15:16:34,2022-05-19 15:48:31,Hazard,Brooklyn,8.0
23483182,ECCD433E-9A2A-4F91-B421-1CED107503B8,2022-05-03 16:25:00,2022-05-04 17:30:00,2022-05-04 17:30:13,Remove Tree,Brooklyn,7.0
23199334,0FB16BC8-42C1-423B-974A-E7BCF50BB645,2022-03-13 17:10:00,2022-03-28 12:33:49,2022-03-28 12:35:00,Hazard,Staten Island,9.0
23602881,6213C321-2590-434D-BD0C-3920FA2C74ED,2022-05-19 01:12:00,2022-05-27 12:29:29,2022-05-27 12:30:27,Remove Tree,Staten Island,7.0
23496239,A29C41C4-BCA3-4FB8-A400-AD574F157224,2022-05-02 19:00:49,2022-05-04 14:14:11,,Prune,Bronx,3.0
23519262,BC936126-F4F5-4653-A571-8020F4B4CB8B,2022-05-08 23:55:04,2022-05-09 14:37:53,,Hazard,Queens,3.0
23472593,2A2F5E47-1E4C-4E57-B8DA-AF981A3339EE,2022-04-28 19:25:10,,,Remove Tree,Queens,
23586331,C340CDC0-43DC-4333-BA4A-61168E91BBB1,2022-05-18 14:52:00,2022-05-24 15:51:31,,Remove Tree,Queens,6.0
23523450,767EAFC8-A6EF-4CFC-8147-A7D005C4640B,2022-05-07 12:17:09,,,Hazard,Brooklyn,
23519187,46CFE715-6BDD-4DD3-B581-4FE46E6EAAF5,2022-05-07 19:17:49,,,Hazard,Manhattan,
23620170,AB8445EF-5B20-4D51-AE25-56CA7891F753,2022-05-21 09:15:00,,,Hazard,Manhattan,
23343698,E0EAA4BE-AB9D-4DF8-B99B-1E6D76AA71DE,2022-04-08 01:41:00,,,Hazard,Staten Island,
23562307,7F0F3462-D28D-4F35-BF0F-D13669843A91,2022-05-13 17:20:52,,,Remove Tree,Bronx,
23535987,727DDB49-3939-4F93-BA89-15FBD4367C2E,2022-05-09 14:20:11,2022-05-10 15:57:21,,Prune,Brooklyn,7.0
23535987,727DDB49-3939-4F93-BA89-15FBD4367C2E,2022-05-09 14:20:11,2022-05-10 15:57:21,,Prune,Brooklyn,7.0
23519421,32E88272-A8D0-447E-92E8-856DE0B3B7B3,2022-05-10 08:05:30,,,Hazard,Queens,
23581334,139A7A17-1E86-41BE-9844-11EF7425B337,2022-05-16 14:25:14,,,Hazard,Staten Island,
23519276,EB62F676-5942-469D-8C95-EBA80148996A,2022-05-09 12:15:12,,,Remove Tree,Queens,
23483018,BFF70617-4DF8-4B52-8FBE-CF74B69E5D27,2022-05-02 15:50:00,,,Hazard,Queens,
23141017,A45CA202-8B41-40EE-9146-820C6F70A984,2022-03-02 15:22:00,2022-03-03 16:07:00,2022-03-03 16:08:00,Hazard,Queens,6.0
23469258,6C71F58B-9B9E-4B85-AAAF-57FF342CBC3A,2022-04-28 16:27:00,2022-04-29 12:29:12,,Remove Tree,Queens,5.0
23647684,40D91457-09E3-4B48-9109-0DCE4DF00452,2022-05-24 21:03:47,,,Remove Tree,Brooklyn,
23616544,3E8CC49C-1518-4BAD-9843-1027848BD2CE,2022-05-20 17:19:00,2022-05-20 14:22:08,2022-05-20 14:28:00,Prune,Queens,10.0
23616544,3E8CC49C-1518-4BAD-9843-1027848BD2CE,2022-05-20 17:19:00,2022-05-20 14:02:48,2022-05-20 14:07:00,Prune,Queens,10.0
23594185,6CBAA54F-1F55-49DE-916B-72BF600D5BFA,2022-05-17 18:42:52,,,Hazard,Staten Island,
23586036,14855624-77C6-4FF2-B08D-51FDFD6FDF76,2022-05-16 21:29:54,2022-05-17 15:13:04,2022-05-17 15:17:00,Hazard,Brooklyn,7.0
23586036,14855624-77C6-4FF2-B08D-51FDFD6FDF76,2022-05-16 21:29:54,2022-05-17 15:13:04,2022-05-17 15:17:00,Hazard,Brooklyn,6.0
23586036,14855624-77C6-4FF2-B08D-51FDFD6FDF76,2022-05-16 21:29:54,2022-05-17 15:13:04,2022-05-17 15:17:00,Hazard,Brooklyn,6.0
23625610,8B6468E2-BC64-4837-B14B-B131C2117E5A,2022-05-21 22:40:03,,,Hazard,Brooklyn,
23525542,AE7E2806-AF7E-4E55-A696-CB65A9763495,2022-05-07 19:50:00,2022-05-08 13:02:45,2022-05-08 13:03:00,Hazard,Queens,7.0
23658774,889C8112-9222-4B61-BD61-15F68AE81ED7,2022-05-26 14:15:00,2022-04-25 16:21:19,2022-04-25 16:21:53,Prune,Staten Island,6.0
23658774,889C8112-9222-4B61-BD61-15F68AE81ED7,2022-05-26 14:15:00,2022-04-25 16:21:19,2022-04-25 16:21:53,Prune,Staten Island,7.0
23594191,DF08E369-E6AA-4184-8E13-DB03893D4D12,2022-05-17 18:55:16,,,Hazard,Queens,
23495015,D51B6A0B-E8BA-4E12-A3ED-D35B2D342D83,2022-05-16 15:15:10,2022-05-20 14:41:11,,Remove Tree,Brooklyn,5.0
23544667,A4A9E4E3-ACF3-4218-B09C-2FB19259373C,2022-05-12 17:00:13,,,Remove Tree,Queens,
23265459,5770A5FD-6498-48CC-BB5F-D842185C3477,2022-03-25 01:28:00,2022-03-28 16:22:19,2022-03-28 16:24:00,Hazard,Staten Island,7.0
23536004,E6000DF1-B1E9-4503-B9C2-DFDA49920DE1,2022-05-09 15:01:44,,,Remove Tree,Queens,
23479823,9A7A0C20-1640-4C74-9256-D06D28EB27A2,2022-04-29 19:45:32,,,Illegal Tree Damage,Brooklyn,
23571185,BF6DC40C-3B23-4CC6-956F-43C2B629AED3,2022-05-14 15:55:14,2022-05-16 18:35:01,,Hazard,Brooklyn,8.0
23504081,F7BBF31C-9422-4963-8541-CB6675FD2756,2022-05-04 13:05:03,2022-05-05 16:12:19,,Hazard,Queens,5.0
23484920,E1E748AD-8B0C-4E94-B8F1-BF8581EB8693,2022-04-30 17:29:00,2022-05-16 12:12:03,2022-05-16 12:13:06,Rescue/Preservation,Staten Island,8.0
23484920,E1E748AD-8B0C-4E94-B8F1-BF8581EB8693,2022-04-30 17:29:00,2022-05-13 14:36:22,2022-05-13 14:37:40,Rescue/Preservation,Staten Island,9.0
23398376,C3BDEA23-0489-42F1-AC11-C335857FCDF0,2022-04-19 11:48:00,2022-04-19 12:48:34,2022-04-19 12:50:00,Hazard,Manhattan,7.0
23576022,07EE1A17-54B9-460F-AB8A-45626DDC665C,2022-05-15 14:00:00,2022-05-16 16:17:18,2022-05-16 16:17:00,Hazard,Queens,
23544713,FCD9759B-1130-4F47-B93B-1036C4FADD92,2022-05-12 20:51:35,2022-05-18 14:49:18,2022-05-18 14:49:48,Prune,Queens,6.0
23544713,FCD9759B-1130-4F47-B93B-1036C4FADD92,2022-05-12 20:51:35,2022-05-18 14:49:18,2022-05-18 14:49:48,Prune,Queens,6.0
23477081,6DB29EB4-FE17-4155-B72B-9A3623D951E7,2022-04-29 16:55:03,2022-05-02 15:05:48,2022-05-02 15:06:20,Remove Tree,Queens,8.0
23477081,6DB29EB4-FE17-4155-B72B-9A3623D951E7,2022-04-29 16:55:03,2022-05-02 15:05:48,2022-05-02 15:06:20,Remove Tree,Queens,8.0
23207582,A454446B-9FD6-44C9-AFEA-7AA9EDCC9BFD,2022-03-15 17:41:00,2022-03-18 15:52:10,2022-03-18 15:52:00,Hazard,Brooklyn,9.0
23529332,70C44483-EC1D-4064-B5BD-66BD6139CEF3,2022-05-08 17:19:25,2022-05-09 15:44:34,,Remove Tree,Queens,6.0
23571207,91DD97F6-415A-48DB-808D-D8CBF9664234,2022-05-14 18:10:14,,,Remove Tree,Queens,
23458694,2F55B64A-79E5-4C82-A90D-0A6397B24B35,2022-04-27 00:42:09,,,Remove Tree,Brooklyn,
23586244,EF6F069E-94FA-4FA3-98CD-5E45282D7A79,2022-05-17 22:20:00,2021-08-13 12:26:03,2021-08-13 12:26:57,Prune,Staten Island,8.0
23586244,EF6F069E-94FA-4FA3-98CD-5E45282D7A79,2022-05-17 22:20:00,2021-08-13 12:26:03,2021-08-13 12:26:57,Prune,Staten Island,8.0
23548546,8D516B94-AB87-4AF3-9EC5-F2C6C7F96694,2022-05-10 20:40:00,2022-05-18 14:41:37,,Hazard,Queens,7.0
23548546,8D516B94-AB87-4AF3-9EC5-F2C6C7F96694,2022-05-10 20:40:00,2022-05-18 14:41:37,,Hazard,Queens,7.0
23494279,5A64174D-BBA6-453B-9EF2-F784CCC87CFC,2022-05-02 13:36:00,,,Remove Tree,Brooklyn,
23566896,286622A0-E45A-490F-8D41-B26A9F8ACCB8,2022-05-13 21:29:00,2022-05-17 16:39:28,,Prune,Brooklyn,8.0
23629756,88BFAA28-D5F4-4107-AF3F-E01BBADD55DF,2022-05-22 17:46:15,2022-05-23 17:11:49,2022-05-23 17:13:22,Hazard,Queens,8.0
23629756,88BFAA28-D5F4-4107-AF3F-E01BBADD55DF,2022-05-22 17:46:15,2022-05-23 17:09:27,2022-05-23 17:10:50,Hazard,Queens,8.0
23177537,48336E49-138E-4758-8586-2CF3A8E9D55A,2022-03-08 19:05:00,,,Illegal Tree Damage,Manhattan,
23643179,F09DEFCB-B4F3-4C22-BA96-772316FA8637,2022-05-24 16:37:08,,,Remove Tree,Brooklyn,
23482905,D448426B-1318-45B3-9834-6FA962CEC687,2022-05-01 13:54:00,2022-05-02 14:35:20,2022-05-02 14:35:00,Hazard,Queens,
23383546,698C3655-4DCA-4E87-9ACF-71F90D0C10F9,2022-04-18 13:45:00,2022-05-14 16:48:04,2022-05-14 16:48:55,Remove Tree,Staten Island,8.0
23519919,A11B4D7C-5986-434A-B3FC-36CA47665D12,2022-05-06 16:05:13,2022-05-09 14:19:43,,Remove Tree,Brooklyn,6.0
23541373,D5023A77-A08B-4A82-A58E-F8CD9E67838E,2022-05-10 13:50:00,2022-05-11 17:49:55,,Hazard,Staten Island,7.0
23653660,4477A84C-6E5B-4490-AD2D-F011AFEF0AB5,2022-05-25 17:47:24,,,Prune,Staten Island,
23544325,1A321BB1-955A-47E5-92F5-5423900CB0D2,2022-05-10 15:56:00,2022-05-11 16:40:00,2022-05-11 16:42:00,Hazard,Queens,
23544325,1A321BB1-955A-47E5-92F5-5423900CB0D2,2022-05-10 15:56:00,2022-05-11 16:36:00,2022-05-11 16:38:00,Hazard,Queens,9.0
23504203,6E1DADB4-1847-4D20-89DF-B175CCE18A8A,2022-05-04 21:20:20,2022-05-10 16:43:21,,Remove Tree,Brooklyn,7.0
23510797,6430D303-5DB3-490B-A836-C8D4693EB071,2022-05-05 13:37:00,2022-05-16 15:01:19,2022-05-16 15:02:34,Hazard,Staten Island,7.0
23360846,6815E48B-E41F-4103-9A0E-04796D0CFFA2,2022-04-12 01:45:00,2022-04-12 13:01:12,2022-04-12 13:02:00,Hazard,Queens,6.0
23360846,6815E48B-E41F-4103-9A0E-04796D0CFFA2,2022-04-12 01:45:00,2022-04-12 13:03:11,2022-04-12 13:03:00,Hazard,Queens,6.0
23523467,AEFD37C4-AD9B-4F7F-9AFB-AD08442BFC13,2022-05-07 15:10:00,2022-05-09 14:48:24,2022-05-09 14:50:18,Hazard,Staten Island,7.0
23620592,1DF9EB1F-587E-4C7A-BFD0-AB4AD017951C,2022-05-21 12:40:14,2022-05-21 15:34:57,2022-05-21 15:35:48,Hazard,Manhattan,8.0
23620592,1DF9EB1F-587E-4C7A-BFD0-AB4AD017951C,2022-05-21 12:40:14,2022-05-21 15:34:57,2022-05-21 15:35:48,Hazard,Manhattan,7.0
23519924,E956B1A0-233F-40C2-8F20-B6384133B42E,2022-05-06 16:22:00,2022-03-18 15:40:44,,Remove Tree,Queens,8.0
23519924,E956B1A0-233F-40C2-8F20-B6384133B42E,2022-05-06 16:22:00,2022-03-18 15:40:44,,Remove Tree,Queens,9.0
23409725,404FD36B-F70F-45B1-96F2-DFBC084C4944,2022-04-20 17:57:00,2022-04-26 17:05:03,,Hazard,Staten Island,6.0
23491527,EDA68474-4CC9-4B6E-9E32-97AF589EC067,2022-05-01 20:43:00,2022-05-04 14:22:56,,Hazard,Queens,6.0
23477481,CAE97EA4-A2C9-4A05-A6EA-9C6509F7D50F,2022-04-29 16:15:00,2022-05-10 14:53:13,2022-05-10 14:54:00,Remove Tree,Staten Island,9.0
23477481,CAE97EA4-A2C9-4A05-A6EA-9C6509F7D50F,2022-04-29 16:15:00,2022-05-10 14:57:52,,Remove Tree,Staten Island,8.0
23519336,807C4C5A-8051-453E-9787-0F8C13F16F4E,2022-05-09 16:40:21,2022-05-11 15:37:15,,Hazard,Bronx,5.0
23480774,8E89BAFB-448C-413B-9083-31B43192C9B0,2022-04-30 00:38:16,,,Illegal Tree Damage,Brooklyn,
24194729,2CC1B0F8-3D72-41D7-88F1-1D7A2F8D897B,2022-08-05 18:10:00,2022-08-09 14:25:39,2022-08-09 14:26:15,Illegal Tree Damage,Staten Island,9.0
23515548,0A9FF89F-04E4-4D2D-BCCF-0E5DCE23B1D9,2022-05-05 23:56:00,2022-05-06 11:43:44,2022-05-06 11:46:27,Hazard,Staten Island,9.0
23564953,F371AAFC-34DB-491E-96C8-B60C988E4EAD,2022-05-13 14:09:00,2022-05-24 17:29:41,2022-05-24 17:30:27,Remove Stump,Staten Island,
23475338,BB9F9559-5B84-4F6B-A01F-0EEE010A32F7,2022-04-29 13:20:12,,,Hazard,Queens,
23416785,BAE1226B-5226-4874-A21D-9F86A7CAA5E0,2022-04-21 17:15:00,2022-04-28 12:32:09,2022-04-28 12:32:40,Prune,Brooklyn,6.0
23673172,E717FF6C-D878-4D9E-B290-4BDCC3F83C78,2022-05-27 22:25:00,2022-05-28 12:57:53,2022-05-28 12:59:00,Hazard,Staten Island,9.0
23637657,05259376-92BF-4076-8535-B4F4F6C7E5FB,2022-05-23 20:35:00,2022-05-25 19:11:57,,Hazard,Staten Island,5.0
23504322,CC7EA0AA-C35F-4B7F-9726-F18611DF2AC4,2022-05-05 18:37:52,,,Remove Tree,Queens,
23070899,D1FD3911-8272-4375-AE40-8FEB1D2FB250,2022-02-19 22:40:00,2022-03-04 18:25:47,2022-03-04 18:26:27,Remove Tree,Queens,8.0
23673178,17B0AEFF-35E5-42DD-B377-F5F0544287DE,2022-05-27 23:00:00,2022-05-31 15:53:00,2022-05-31 15:54:00,Hazard,Queens,9.0
23577006,05AF33F8-A4E2-462F-9978-DB2356A5FD11,2022-05-15 15:26:45,2022-05-19 14:25:32,2022-05-19 14:28:10,Hazard,Queens,9.0
23577006,05AF33F8-A4E2-462F-9978-DB2356A5FD11,2022-05-15 15:26:45,2022-05-19 14:31:03,2022-05-19 14:32:58,Hazard,Queens,9.0
23596932,575FADD2-1870-4E9B-A368-6294463205FC,2022-05-17 22:30:00,2022-05-20 15:50:36,,Hazard,Brooklyn,6.0
23603199,A442C98A-B43A-4B4C-9EC7-5621E9B6596C,2022-05-21 11:40:15,,,Remove Tree,Queens,
23512357,FEE6F00B-12CD-4862-90CB-E9C7A06C588C,2022-05-05 17:13:16,2022-05-06 15:04:52,2022-05-06 15:07:00,Remove Tree,Brooklyn,7.0
23439947,E907B261-CD10-42E0-9E96-25856D0415BF,2022-04-24 18:36:00,2022-04-26 15:36:10,,Remove Tree,Queens,5.0
23519328,E5A67E55-3DC0-4400-ACCF-57411098AB75,2022-05-09 16:00:00,2022-05-16 16:43:00,,Hazard,Queens,7.0
23519328,E5A67E55-3DC0-4400-ACCF-57411098AB75,2022-05-09 16:00:00,2022-05-16 16:43:00,,Hazard,Queens,7.0
23492351,58C1BFF1-1EE1-4399-A977-76050BD5851C,2022-05-01 23:35:30,,,Hazard,Brooklyn,
23674448,74DC5F40-5F73-482C-8BDD-B95878F88B58,2022-05-28 03:32:00,2022-05-28 12:47:58,2022-05-28 12:48:00,Hazard,Staten Island,9.0
23674448,74DC5F40-5F73-482C-8BDD-B95878F88B58,2022-05-28 03:32:00,2022-05-28 12:44:51,2022-05-28 12:45:00,Hazard,Staten Island,8.0
23629760,D9A85392-7516-4F04-8880-3E958CCAF833,2022-05-22 18:37:00,2022-05-26 17:15:04,,Hazard,Staten Island,8.0
23383591,158F2D79-3D06-41E4-A678-9CFA5B99DE71,2022-04-18 17:26:00,2022-05-23 16:40:00,,Illegal Tree Damage,Brooklyn,5.0
23426089,000AAB1F-254E-41AC-A8E9-635A95A3619C,2022-04-22 20:52:00,2022-04-27 18:36:40,2022-04-27 18:37:10,Hazard,Staten Island,6.0
23426089,000AAB1F-254E-41AC-A8E9-635A95A3619C,2022-04-22 20:52:00,2022-04-27 18:36:40,2022-04-27 18:37:10,Hazard,Staten Island,5.0
23323989,AB9A9D21-86E2-4C23-9A13-3B277F8739D9,2022-04-04 11:30:00,2022-04-07 15:54:36,2022-04-07 15:56:00,Prune,Queens,9.0
23323989,AB9A9D21-86E2-4C23-9A13-3B277F8739D9,2022-04-04 11:30:00,2022-04-07 15:54:36,2022-04-07 15:56:00,Prune,Queens,8.0
23512398,2C009B82-A9C0-4674-AFE4-01FBCF6EDFD9,2022-05-05 19:23:51,,,Hazard,Bronx,
23544678,54ECCA25-F79D-4B96-B238-64F4BB141F87,2022-05-12 17:31:23,2022-05-18 17:59:22,,Prune,Brooklyn,7.0
23532673,07CC152E-FA29-4F46-A263-991A586BDE29,2022-05-09 01:02:00,2022-05-10 14:16:03,2022-05-10 14:16:00,Hazard,Queens,
23408985,E0F74CAB-D02B-4801-A12D-83D46F866AC6,2022-04-20 20:33:00,2022-03-21 14:21:37,,Remove Tree,Brooklyn,7.0
23496278,7F7A1889-E659-4D46-9C37-26CAD1690E44,2022-05-02 21:55:00,2022-05-03 13:49:13,2022-05-03 13:54:00,Prune,Brooklyn,5.0
23298873,C9A2534D-BDE1-468E-AAF6-E15B8D05721D,2022-03-30 13:57:43,,,Hazard,Staten Island,
23643611,3F72EE54-D946-4EB8-A455-1519BD1B6400,2022-05-24 18:42:04,,,Illegal Tree Damage,Staten Island,
23562572,C1ECDB88-841D-4DA6-A85D-F8596CBE5AA0,2022-05-16 13:41:00,2022-05-18 13:16:11,,Hazard,Brooklyn,6.0
23562572,C1ECDB88-841D-4DA6-A85D-F8596CBE5AA0,2022-05-16 13:41:00,2022-05-18 13:16:11,,Hazard,Brooklyn,6.0
23269071,1639CA3E-4F1B-443F-867D-742D5FD39ACA,2022-03-25 14:05:17,,,Remove Tree,Queens,
23472624,4FCFE7EA-D2F6-4A28-A3B2-FB37B0B517C7,2022-04-28 22:44:00,2022-04-29 13:14:00,2022-04-29 13:17:00,Hazard,Queens,10.0
23479429,814A30B3-CEBA-469D-9C39-BA3619D60789,2022-04-29 20:40:15,2022-05-02 13:56:33,,Hazard,Queens,5.0
22853219,4BA3C4A5-C9C3-409A-B3E4-871ABE5D2C44,2022-01-19 14:20:00,,,Hazard,Staten Island,
23383521,F6F2D1E0-F6E1-4899-A6B9-8D87FD86734D,2022-04-17 23:25:00,2022-04-18 15:11:00,2022-04-18 15:13:00,Hazard,Queens,7.0
23383521,F6F2D1E0-F6E1-4899-A6B9-8D87FD86734D,2022-04-17 23:25:00,2022-04-18 15:11:00,2022-04-18 15:13:00,Hazard,Queens,7.0
